Customer_ID,Usage_Date,State,City,Network_Type,Customer_Segment,Tenure_Years,Data_Usage_GB,Voice_Usage_Min,Customer_Satisfaction,NPS_Score
AIR102085,2025-07-15,Karnataka,Karnataka City 3,5G,Postpaid,3.4,51.08,645,4.55,68
AIR102086,2025-08-15,Delhi,Delhi City 3,5G,Postpaid,4.1,27.66,410,4.04,28
AIR102087,2025-09-15,Tamil Nadu,Tamil Nadu City 1,4G,Postpaid,4.1,12.06,696,3.69,13
AIR102088,2025-10-15,Telangana,Telangana City 2,4G,Postpaid,3.8,29.29,465,3.75,28
AIR102089,2025-11-15,Karnataka,Karnataka City 2,5G,Postpaid,6.1,26.38,281,3.66,16
AIR102090,2025-12-15,Karnataka,Karnataka City 3,4G,Enterprise,3,34.25,557,3.81,26
AIR102091,2025-02-15,Rajasthan,Rajasthan City 1,5G,Prepaid,2.8,47.43,34,4.06,48
AIR102092,2025-03-15,Kerala,Kerala City 1,4G,Prepaid,6,12.31,217,3.51,23
AIR102093,2025-04-15,Karnataka,Karnataka City 2,5G,Prepaid,0.3,17.28,550,4.43,51
AIR102094,2025-05-15,Rajasthan,Rajasthan City 1,4G,Postpaid,5.9,13.75,222,3.19,10
AIR102095,2025-06-15,Rajasthan,Rajasthan City 3,4G,Prepaid,4.5,10.29,287,4.13,50
AIR102096,2025-07-15,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,6.5,20.09,607,2.98,-11
AIR102097,2025-08-15,Maharashtra,Maharashtra City 1,5G,Postpaid,5.2,29.24,539,4.49,69
AIR102098,2025-09-15,Delhi,Delhi City 3,4G,Prepaid,2,21.66,189,2.92,-1
AIR102099,2025-10-15,Telangana,Telangana City 2,4G,Postpaid,6.1,18.98,360,3.15,11
AIR102100,2025-11-15,Uttar Pradesh,Uttar Pradesh City 3,5G,Postpaid,2.5,61.95,511,3.06,2
AIR102101,2025-12-15,Delhi,Delhi City 1,4G,Postpaid,2.4,9.55,629,3.47,25
AIR102102,2025-02-15,Karnataka,Karnataka City 2,4G,Prepaid,0.2,12.13,273,3.41,26
AIR102103,2025-03-15,Telangana,Telangana City 3,4G,Postpaid,0.5,16.92,474,4.14,57
AIR102104,2025-04-15,Gujarat,Gujarat City 2,5G,Prepaid,1.1,22.06,525,3.97,51
AIR102105,2025-05-15,Maharashtra,Maharashtra City 1,4G,Broadband,2.9,24.62,326,4.45,48
AIR102106,2025-06-15,Gujarat,Gujarat City 3,4G,Broadband,1.6,3.32,561,3.16,-2
AIR102107,2025-07-15,Gujarat,Gujarat City 3,5G,Prepaid,2.5,15.33,503,3.94,33
AIR102108,2025-08-15,Kerala,Kerala City 2,4G,Prepaid,2.5,30.87,511,4.02,39
AIR102109,2025-09-15,Delhi,Delhi City 3,4G,Prepaid,3.3,13.45,461,3.8,28
AIR102110,2025-10-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,6.2,21.54,721,3.23,18
AIR102111,2025-11-15,Tamil Nadu,Tamil Nadu City 3,5G,Postpaid,4.9,60.69,495,4.39,50
AIR102112,2025-12-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,4.4,13.49,591,4.47,51
AIR102113,2025-02-15,Gujarat,Gujarat City 1,5G,Prepaid,6.1,33.9,807,3.61,14
AIR102114,2025-03-15,Karnataka,Karnataka City 3,5G,Postpaid,3.7,41.32,618,3.65,17
AIR102115,2025-04-15,Maharashtra,Maharashtra City 2,4G,Broadband,4,11.75,429,3.68,18
AIR102116,2025-05-15,West Bengal,West Bengal City 1,5G,Postpaid,6.1,38.98,759,4.34,41
AIR102117,2025-06-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,0.7,18.41,218,3.79,41
AIR102118,2025-07-15,Gujarat,Gujarat City 2,4G,Postpaid,5.4,8.21,216,3.28,26
AIR102119,2025-08-15,Maharashtra,Maharashtra City 2,4G,Postpaid,1.5,23.36,278,3.1,-3
AIR102120,2025-09-15,Telangana,Telangana City 1,5G,Broadband,2.6,32.01,351,3.46,9
AIR102121,2025-10-15,Delhi,Delhi City 1,4G,Prepaid,2.8,18.82,332,3.03,-6
AIR102122,2025-11-15,Rajasthan,Rajasthan City 1,4G,Prepaid,1.9,6.56,114,3.53,32
AIR102123,2025-12-15,Kerala,Kerala City 3,4G,Postpaid,5.8,14.47,162,3.53,4
AIR102124,2025-02-15,Maharashtra,Maharashtra City 2,4G,Postpaid,6.1,16.6,136,3.43,7
AIR102125,2025-03-15,Karnataka,Karnataka City 1,4G,Postpaid,4.5,8.91,583,3.73,35
AIR102126,2025-04-15,Karnataka,Karnataka City 2,4G,Prepaid,5,36.87,286,3.21,39
AIR102127,2025-05-15,Maharashtra,Maharashtra City 1,4G,Postpaid,0.5,28.02,164,3.16,4
AIR102128,2025-06-15,Karnataka,Karnataka City 1,4G,Prepaid,2.3,19.52,532,3.57,3
AIR102129,2025-07-15,Delhi,Delhi City 1,4G,Prepaid,6.5,17.23,468,3.69,28
AIR102130,2025-08-15,Karnataka,Karnataka City 2,4G,Postpaid,5.5,26.27,597,3.76,36
AIR102131,2025-09-15,Uttar Pradesh,Uttar Pradesh City 3,5G,Prepaid,2.8,52.47,257,4.22,47
AIR102132,2025-10-15,Rajasthan,Rajasthan City 1,5G,Prepaid,1.3,23.85,685,4.65,38
AIR102133,2025-11-15,Karnataka,Karnataka City 1,4G,Postpaid,1.8,20.35,376,3.09,8
AIR102134,2025-12-15,Rajasthan,Rajasthan City 1,4G,Postpaid,1.2,17.44,364,3.05,-3
AIR102135,2025-02-15,Gujarat,Gujarat City 3,5G,Prepaid,3.4,23.49,282,4.45,44
AIR102136,2025-03-15,Tamil Nadu,Tamil Nadu City 2,5G,Postpaid,5,36.65,714,3.25,1
AIR102137,2025-04-15,Delhi,Delhi City 2,4G,Prepaid,5.9,23.49,20,3.39,7
AIR102138,2025-05-15,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,5.2,9.06,302,3.62,17
AIR102139,2025-06-15,Gujarat,Gujarat City 2,4G,Postpaid,1,31.42,275,3.63,17
AIR102140,2025-07-15,Delhi,Delhi City 1,4G,Prepaid,4.4,18.74,462,3.43,8
AIR102141,2025-08-15,Maharashtra,Maharashtra City 3,4G,Enterprise,3.6,7.66,349,3.31,18
AIR102142,2025-09-15,Maharashtra,Maharashtra City 1,5G,Prepaid,2.3,42.65,679,4.1,45
AIR102143,2025-10-15,Rajasthan,Rajasthan City 3,4G,Postpaid,2.9,16.62,100,3.63,14
AIR102144,2025-11-15,Gujarat,Gujarat City 2,5G,Broadband,6.4,25.6,482,3.67,30
AIR102145,2025-12-15,Rajasthan,Rajasthan City 3,5G,Enterprise,3.4,35.39,572,4.7,58
AIR102146,2025-02-15,Kerala,Kerala City 1,5G,Prepaid,4.9,31.5,282,3.82,27
AIR102147,2025-03-15,Karnataka,Karnataka City 1,5G,Broadband,5.1,13.36,523,4.55,67
AIR102148,2025-04-15,West Bengal,West Bengal City 2,5G,Enterprise,5.9,50.02,609,3.41,24
AIR102149,2025-05-15,Kerala,Kerala City 1,4G,Prepaid,4.7,18.88,20,3.88,27
AIR102150,2025-06-15,Karnataka,Karnataka City 1,5G,Postpaid,4.8,27.86,298,3.92,36
AIR102151,2025-07-15,Delhi,Delhi City 3,5G,Prepaid,2.2,18.69,461,4.41,52
AIR102152,2025-08-15,Rajasthan,Rajasthan City 1,4G,Postpaid,1.1,38.32,363,3.87,23
AIR102153,2025-09-15,Delhi,Delhi City 2,5G,Postpaid,2.8,36.21,493,3.35,18
AIR102154,2025-10-15,Delhi,Delhi City 2,5G,Prepaid,6.8,20.96,420,3.8,35
AIR102155,2025-11-15,Karnataka,Karnataka City 1,5G,Postpaid,3.6,37.33,341,3.48,7
AIR102156,2025-12-15,Gujarat,Gujarat City 2,4G,Prepaid,2.2,26.99,419,3.61,30
AIR102157,2025-02-15,Karnataka,Karnataka City 3,4G,Broadband,4.5,10.26,279,3.8,50
AIR102158,2025-03-15,Telangana,Telangana City 3,4G,Prepaid,4.5,22.05,496,3.43,16
AIR102159,2025-04-15,Maharashtra,Maharashtra City 1,4G,Postpaid,1,21.06,416,3.26,-4
AIR102160,2025-05-15,Maharashtra,Maharashtra City 1,4G,Prepaid,2.3,13.04,526,3.77,22
AIR102161,2025-06-15,Kerala,Kerala City 3,4G,Prepaid,0.5,28.37,364,3.12,0
AIR102162,2025-07-15,Maharashtra,Maharashtra City 2,5G,Postpaid,1.9,47.91,430,4.06,25
AIR102163,2025-08-15,Karnataka,Karnataka City 1,4G,Prepaid,3,17.85,475,3.13,1
AIR102164,2025-09-15,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,3.3,1,441,3.3,1
AIR102165,2025-10-15,Rajasthan,Rajasthan City 2,4G,Broadband,2.2,15.77,102,3.09,0
AIR102166,2025-11-15,Karnataka,Karnataka City 1,4G,Prepaid,2.2,20.11,300,3.15,14
AIR102167,2025-12-15,Karnataka,Karnataka City 2,4G,Broadband,4.1,13.54,419,3.81,39
AIR102168,2025-02-15,West Bengal,West Bengal City 2,4G,Prepaid,1.4,21.83,604,3.36,24
AIR102169,2025-03-15,Rajasthan,Rajasthan City 2,4G,Prepaid,5.6,17.56,685,4.13,21
AIR102170,2025-04-15,Telangana,Telangana City 2,4G,Prepaid,2.1,30.36,674,2.99,-5
AIR102171,2025-05-15,Maharashtra,Maharashtra City 2,4G,Enterprise,4.5,1.64,163,3.86,26
AIR102172,2025-06-15,Rajasthan,Rajasthan City 3,4G,Prepaid,3.9,35.95,527,3.21,9
AIR102173,2025-07-15,Maharashtra,Maharashtra City 2,4G,Broadband,5.7,15.79,72,3.61,26
AIR102174,2025-08-15,Kerala,Kerala City 3,4G,Enterprise,1.1,25.22,566,3.07,2
AIR102175,2025-09-15,Rajasthan,Rajasthan City 2,4G,Prepaid,1.3,21.43,379,4.09,52
AIR102176,2025-10-15,Maharashtra,Maharashtra City 1,5G,Postpaid,2.7,13.13,282,3.89,28
AIR102177,2025-11-15,Telangana,Telangana City 3,5G,Postpaid,6.5,43.21,461,3.81,31
AIR102178,2025-12-15,Tamil Nadu,Tamil Nadu City 1,4G,Prepaid,6.4,9.44,484,3.41,3
AIR102179,2025-02-15,Delhi,Delhi City 2,4G,Prepaid,2.2,17.64,359,3.55,26
AIR102180,2025-03-15,Delhi,Delhi City 2,4G,Prepaid,1.9,7.72,403,3.16,10
AIR102181,2025-04-15,Telangana,Telangana City 1,4G,Postpaid,1.1,26.57,186,3.6,41
AIR102182,2025-05-15,West Bengal,West Bengal City 2,5G,Postpaid,5.6,40.54,429,4.16,50
AIR102183,2025-06-15,Tamil Nadu,Tamil Nadu City 1,5G,Prepaid,2.4,65.23,577,3.83,38
AIR102184,2025-07-15,Kerala,Kerala City 2,5G,Prepaid,4.4,32.14,342,3.78,35
AIR102185,2025-08-15,Telangana,Telangana City 2,5G,Broadband,3.2,33.04,619,3.91,24
AIR102186,2025-09-15,Delhi,Delhi City 3,5G,Prepaid,1.6,34.56,562,4.01,44
AIR102187,2025-10-15,Delhi,Delhi City 1,4G,Postpaid,5.8,11.18,335,2.94,-18
AIR102188,2025-11-15,Delhi,Delhi City 2,4G,Prepaid,2.8,23.37,451,3.04,-13
AIR102189,2025-12-15,Gujarat,Gujarat City 1,5G,Broadband,5.7,15.32,535,3.85,20
AIR102190,2025-02-15,Telangana,Telangana City 3,4G,Broadband,1.6,15.95,601,4.19,41
AIR102191,2025-03-15,Karnataka,Karnataka City 1,4G,Prepaid,0.9,10.58,151,3.38,-4
AIR102192,2025-04-15,Kerala,Kerala City 3,4G,Prepaid,0.8,21.51,635,3.77,21
AIR102193,2025-05-15,Delhi,Delhi City 1,5G,Postpaid,2.8,33.03,283,4.34,42
AIR102194,2025-06-15,Maharashtra,Maharashtra City 1,4G,Prepaid,2.8,3.24,284,2.61,6
AIR102195,2025-07-15,Telangana,Telangana City 3,5G,Prepaid,1.5,47.23,469,4.51,57
AIR102196,2025-08-15,Gujarat,Gujarat City 2,5G,Postpaid,1.1,21.2,124,3.79,25
AIR102197,2025-09-15,Telangana,Telangana City 2,5G,Prepaid,3.4,37.37,528,3.75,-1
AIR102198,2025-10-15,Kerala,Kerala City 2,5G,Prepaid,6,31.07,350,3.84,27
AIR102199,2025-11-15,Gujarat,Gujarat City 1,5G,Postpaid,3.2,24.44,441,3.6,39
AIR102200,2025-12-15,Kerala,Kerala City 1,4G,Postpaid,6.1,15.26,454,3.73,25
AIR102201,2025-02-15,Telangana,Telangana City 2,5G,Prepaid,1.3,40.78,556,3.69,19
AIR102202,2025-03-15,Karnataka,Karnataka City 1,4G,Postpaid,1.2,25.4,519,4.27,48
AIR102203,2025-04-15,Kerala,Kerala City 1,4G,Postpaid,1.3,17.26,322,3.86,34
AIR102204,2025-05-15,Gujarat,Gujarat City 2,4G,Postpaid,0.5,18.54,850,2.89,-12
AIR102205,2025-06-15,Gujarat,Gujarat City 3,4G,Prepaid,4.1,18.15,484,3.27,-3
AIR102206,2025-07-15,Kerala,Kerala City 1,4G,Prepaid,0.6,10.68,422,3.75,51
AIR102207,2025-08-15,Uttar Pradesh,Uttar Pradesh City 1,4G,Broadband,1.6,16.07,573,3.31,19
AIR102208,2025-09-15,Telangana,Telangana City 1,4G,Broadband,6.4,9.31,203,3.71,15
AIR102209,2025-10-15,Uttar Pradesh,Uttar Pradesh City 1,5G,Postpaid,1.9,34.93,142,5,79
AIR102210,2025-11-15,West Bengal,West Bengal City 3,4G,Prepaid,2.6,1,638,3.3,19
AIR102211,2025-12-15,Telangana,Telangana City 2,4G,Postpaid,2.7,10.26,304,3.22,1
AIR102212,2025-02-15,Kerala,Kerala City 1,4G,Broadband,3.5,7.72,395,3.25,8
AIR102213,2025-03-15,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,1.3,25.09,416,2.79,-10
AIR102214,2025-04-15,Kerala,Kerala City 1,5G,Prepaid,4.7,36.88,324,4.17,46
AIR102215,2025-05-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,4.7,31.11,381,3.62,5
AIR102216,2025-06-15,Karnataka,Karnataka City 2,5G,Broadband,3.3,25.09,266,3.81,34
AIR102217,2025-07-15,Kerala,Kerala City 3,4G,Prepaid,5.4,30.26,669,2.99,3
AIR102218,2025-08-15,Kerala,Kerala City 1,4G,Postpaid,1.5,19.7,256,3.56,28
AIR102219,2025-09-15,Karnataka,Karnataka City 3,4G,Postpaid,1.4,20.48,364,3.68,44
AIR102220,2025-10-15,Kerala,Kerala City 3,4G,Postpaid,4.9,31.85,337,3.24,6
AIR102221,2025-11-15,Delhi,Delhi City 1,4G,Postpaid,6.5,20.7,404,3.28,12
AIR102222,2025-12-15,Tamil Nadu,Tamil Nadu City 1,4G,Postpaid,1.3,2.63,667,3.05,2
AIR102223,2025-02-15,Maharashtra,Maharashtra City 2,4G,Prepaid,1,21.28,746,2.98,1
AIR102224,2025-03-15,Tamil Nadu,Tamil Nadu City 1,5G,Prepaid,0.9,8.03,622,4.47,61
AIR102225,2025-04-15,Kerala,Kerala City 2,5G,Postpaid,0.5,31.91,349,4.03,23
AIR102226,2025-05-15,Delhi,Delhi City 3,4G,Prepaid,3.2,7.19,158,3.25,-11
AIR102227,2025-06-15,Telangana,Telangana City 3,4G,Postpaid,2,14.24,700,2.46,-28
AIR102228,2025-07-15,Kerala,Kerala City 2,4G,Postpaid,1.1,21.59,590,3.84,42
AIR102229,2025-08-15,Uttar Pradesh,Uttar Pradesh City 1,5G,Prepaid,2.3,23.55,741,3.41,15
AIR102230,2025-09-15,Delhi,Delhi City 1,4G,Postpaid,1.5,24.34,497,3.66,38
AIR102231,2025-10-15,Karnataka,Karnataka City 3,4G,Postpaid,1.2,31.7,358,4.02,38
AIR102232,2025-11-15,Delhi,Delhi City 2,4G,Prepaid,2.2,17.91,714,3.81,27
AIR102233,2025-12-15,Karnataka,Karnataka City 3,4G,Postpaid,5.4,20.16,663,3.59,18
AIR102234,2025-02-15,West Bengal,West Bengal City 3,4G,Broadband,4.1,31.61,713,3.68,15
AIR102235,2025-03-15,Maharashtra,Maharashtra City 1,4G,Prepaid,3,21.83,432,3.56,22
AIR102236,2025-04-15,Rajasthan,Rajasthan City 2,5G,Postpaid,5.8,28.65,252,4.16,62
AIR102237,2025-05-15,Delhi,Delhi City 3,5G,Prepaid,4.2,19.43,20,3.58,26
AIR102238,2025-06-15,Gujarat,Gujarat City 1,4G,Prepaid,2.2,10.42,447,3.39,7
AIR102239,2025-07-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,5.4,16.07,340,3.49,4
AIR102240,2025-08-15,Kerala,Kerala City 3,4G,Postpaid,6.3,13.65,188,3.09,19
AIR102241,2025-09-15,Uttar Pradesh,Uttar Pradesh City 1,5G,Prepaid,5.7,27.67,457,3.54,48
AIR102242,2025-10-15,Tamil Nadu,Tamil Nadu City 1,5G,Prepaid,4.4,31.1,171,3.46,25
AIR102243,2025-11-15,Rajasthan,Rajasthan City 2,4G,Postpaid,3.5,32.21,504,3.26,10
AIR102244,2025-12-15,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,5.3,19.5,587,3.71,42
AIR102245,2025-02-15,West Bengal,West Bengal City 2,4G,Prepaid,5.8,28.36,172,3.54,32
AIR102246,2025-03-15,Rajasthan,Rajasthan City 1,4G,Prepaid,2,9.73,447,3.4,20
AIR102247,2025-04-15,Rajasthan,Rajasthan City 1,5G,Prepaid,0.9,17.5,598,3.92,36
AIR102248,2025-05-15,Tamil Nadu,Tamil Nadu City 3,5G,Postpaid,5.9,45.63,445,3.76,39
AIR102249,2025-06-15,Karnataka,Karnataka City 2,4G,Prepaid,5.5,20.27,628,3.87,16
AIR102250,2025-07-15,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,6.1,1,396,3.62,2
AIR102251,2025-08-15,Uttar Pradesh,Uttar Pradesh City 3,5G,Broadband,6.3,44.56,500,3.76,30
AIR102252,2025-09-15,Karnataka,Karnataka City 3,4G,Broadband,1.1,10.92,400,3.53,25
AIR102253,2025-10-15,Uttar Pradesh,Uttar Pradesh City 2,5G,Broadband,3,23.29,506,2.63,-21
AIR102254,2025-11-15,West Bengal,West Bengal City 1,4G,Broadband,2.8,34.11,342,3.76,21
AIR102255,2025-12-15,Kerala,Kerala City 1,5G,Postpaid,2.5,19.8,690,3.44,22
AIR102256,2025-02-15,Telangana,Telangana City 3,4G,Postpaid,5.7,10.08,564,3.81,35
AIR102257,2025-03-15,Karnataka,Karnataka City 2,4G,Postpaid,1.2,23.13,610,2.38,-21
AIR102258,2025-04-15,West Bengal,West Bengal City 2,4G,Postpaid,0.8,23.94,372,3.32,23
AIR102259,2025-05-15,Gujarat,Gujarat City 2,4G,Postpaid,0.6,9.99,865,2.92,-3
AIR102260,2025-06-15,West Bengal,West Bengal City 1,4G,Prepaid,4.8,25.1,452,3.13,13
AIR102261,2025-07-15,Tamil Nadu,Tamil Nadu City 1,5G,Broadband,4,45.9,706,3.55,6
AIR102262,2025-08-15,Tamil Nadu,Tamil Nadu City 2,5G,Postpaid,3.1,26.37,388,4.16,34
AIR102263,2025-09-15,Telangana,Telangana City 2,4G,Broadband,3.1,31.28,565,3.62,19
AIR102264,2025-10-15,West Bengal,West Bengal City 3,4G,Prepaid,3.6,9.56,565,3.65,19
AIR102265,2025-11-15,Maharashtra,Maharashtra City 3,5G,Prepaid,5.9,51.79,227,3.48,11
AIR102266,2025-12-15,Kerala,Kerala City 2,5G,Prepaid,4,14.77,378,4.33,49
AIR102267,2025-02-15,Tamil Nadu,Tamil Nadu City 2,4G,Postpaid,0.4,8.5,604,4.05,21
AIR102268,2025-03-15,Telangana,Telangana City 1,5G,Prepaid,2.4,36.84,696,4.07,37
AIR102269,2025-04-15,Kerala,Kerala City 2,4G,Prepaid,4.5,11.9,444,4.01,36
AIR102270,2025-05-15,West Bengal,West Bengal City 3,4G,Prepaid,3.2,6.06,855,3.6,23
AIR102271,2025-06-15,West Bengal,West Bengal City 1,4G,Prepaid,4.3,6.67,462,3.07,4
AIR102272,2025-07-15,Rajasthan,Rajasthan City 3,5G,Postpaid,6.4,35.47,694,4.33,47
AIR102273,2025-08-15,Telangana,Telangana City 3,4G,Broadband,1.4,35.06,671,4.18,35
AIR102274,2025-09-15,Tamil Nadu,Tamil Nadu City 1,4G,Prepaid,6,4.48,342,3.25,16
AIR102275,2025-10-15,Maharashtra,Maharashtra City 3,4G,Postpaid,6.1,19.99,634,3.3,17
AIR102276,2025-11-15,West Bengal,West Bengal City 2,4G,Prepaid,1.4,20.52,363,3.37,18
AIR102277,2025-12-15,Maharashtra,Maharashtra City 3,4G,Prepaid,3.3,11.61,813,3.78,20
AIR102278,2025-02-15,West Bengal,West Bengal City 1,4G,Postpaid,3.5,40.42,706,2.99,17
AIR102279,2025-03-15,Tamil Nadu,Tamil Nadu City 1,4G,Postpaid,1.5,19.09,552,3.27,-9
AIR102280,2025-04-15,Kerala,Kerala City 1,4G,Broadband,2.2,23.77,475,3.28,1
AIR102281,2025-05-15,Delhi,Delhi City 3,5G,Postpaid,2,24.39,509,2.98,-4
AIR102282,2025-06-15,Kerala,Kerala City 2,4G,Broadband,1.7,26.51,638,3.99,55
AIR102283,2025-07-15,West Bengal,West Bengal City 1,5G,Prepaid,1.1,41.54,163,3.64,31
AIR102284,2025-08-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,0.7,19.68,198,3.01,-1
AIR102285,2025-09-15,Delhi,Delhi City 1,4G,Prepaid,2.9,14.73,245,3.11,20
AIR102286,2025-10-15,Delhi,Delhi City 2,4G,Postpaid,4.2,26.53,319,3.2,-9
AIR102287,2025-11-15,Maharashtra,Maharashtra City 2,4G,Prepaid,0.9,25.38,746,3.29,6
AIR102288,2025-12-15,Telangana,Telangana City 2,4G,Prepaid,1.7,25.9,711,3.08,8
AIR102289,2025-02-15,Maharashtra,Maharashtra City 1,5G,Postpaid,4,46.65,578,4.1,42
AIR102290,2025-03-15,Maharashtra,Maharashtra City 3,5G,Prepaid,5.4,19.88,569,3.56,6
AIR102291,2025-04-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,2.7,29.95,217,3.31,6
AIR102292,2025-05-15,Kerala,Kerala City 3,4G,Prepaid,5.3,18.62,963,3.74,45
AIR102293,2025-06-15,Kerala,Kerala City 2,5G,Prepaid,1,22.74,299,4.03,31
AIR102294,2025-07-15,Gujarat,Gujarat City 1,4G,Postpaid,0.8,19.77,430,3.44,26
AIR102295,2025-08-15,West Bengal,West Bengal City 2,4G,Postpaid,3.7,8.85,389,2.88,-3
AIR102296,2025-09-15,Uttar Pradesh,Uttar Pradesh City 1,5G,Prepaid,5.4,26.66,217,3.65,36
AIR102297,2025-10-15,Gujarat,Gujarat City 2,5G,Prepaid,6.5,32.62,695,3.17,6
AIR102298,2025-11-15,Tamil Nadu,Tamil Nadu City 1,4G,Broadband,4.2,7.97,20,3.37,-12
AIR102299,2025-12-15,West Bengal,West Bengal City 1,4G,Postpaid,5.3,31.67,330,3.35,20
AIR102300,2025-02-15,West Bengal,West Bengal City 1,4G,Postpaid,4,20.13,503,4.2,34
AIR102301,2025-03-15,Rajasthan,Rajasthan City 2,5G,Postpaid,3.8,42.13,472,3.61,16
AIR102302,2025-04-15,Rajasthan,Rajasthan City 3,5G,Prepaid,1.6,30.96,317,3.81,17
AIR102303,2025-05-15,Karnataka,Karnataka City 2,4G,Enterprise,1.9,35.63,285,3.45,2
AIR102304,2025-06-15,Karnataka,Karnataka City 2,5G,Postpaid,3.4,38.65,500,3.58,11
AIR102305,2025-07-15,Maharashtra,Maharashtra City 1,5G,Prepaid,3.5,45.34,533,3.84,31
AIR102306,2025-08-15,Tamil Nadu,Tamil Nadu City 1,4G,Prepaid,5,22.4,499,3.84,32
AIR102307,2025-09-15,Delhi,Delhi City 3,5G,Prepaid,5.3,53.79,578,4.81,76
AIR102308,2025-10-15,Delhi,Delhi City 3,5G,Prepaid,1.2,40.13,528,4.03,44
AIR102309,2025-11-15,Rajasthan,Rajasthan City 1,4G,Broadband,3,23.68,262,4,38
AIR102310,2025-12-15,Rajasthan,Rajasthan City 3,4G,Broadband,1.3,13.78,756,3.03,14
AIR102311,2025-02-15,Rajasthan,Rajasthan City 3,5G,Prepaid,2.6,42.8,20,4.17,36
AIR102312,2025-03-15,Uttar Pradesh,Uttar Pradesh City 1,4G,Prepaid,3.7,11.11,339,3.3,14
AIR102313,2025-04-15,Telangana,Telangana City 2,4G,Postpaid,0.5,22.6,283,3.39,27
AIR102314,2025-05-15,Karnataka,Karnataka City 3,5G,Prepaid,5.7,31.66,334,3.4,14
AIR102315,2025-06-15,Uttar Pradesh,Uttar Pradesh City 1,5G,Postpaid,1.6,15.7,408,3.86,21
AIR102316,2025-07-15,Kerala,Kerala City 3,5G,Postpaid,4.3,47.87,190,3.67,25
AIR102317,2025-08-15,Delhi,Delhi City 3,4G,Postpaid,4.2,3.53,591,4.13,19
AIR102318,2025-09-15,West Bengal,West Bengal City 1,4G,Postpaid,5.5,21.45,352,4.16,55
AIR102319,2025-10-15,Karnataka,Karnataka City 3,4G,Postpaid,4.6,15.75,454,3.54,41
AIR102320,2025-11-15,Gujarat,Gujarat City 3,5G,Enterprise,3.5,20.56,360,3.52,25
AIR102321,2025-12-15,Kerala,Kerala City 3,4G,Prepaid,3.4,10.49,531,3.01,-1
AIR102322,2025-02-15,Karnataka,Karnataka City 2,4G,Broadband,4.8,6.35,579,4.22,37
AIR102323,2025-03-15,Uttar Pradesh,Uttar Pradesh City 2,5G,Prepaid,3.9,39.98,677,4.11,36
AIR102324,2025-04-15,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,0.8,26.87,234,2.96,-8
AIR102325,2025-05-15,West Bengal,West Bengal City 1,5G,Prepaid,3.3,50.97,273,3.56,36
AIR102326,2025-06-15,Karnataka,Karnataka City 3,5G,Postpaid,2,56.21,369,3.29,-19
AIR102327,2025-07-15,Telangana,Telangana City 3,4G,Prepaid,4.6,26.69,254,3.51,17
AIR102328,2025-08-15,Rajasthan,Rajasthan City 2,4G,Broadband,2.2,19.54,638,3.09,8
AIR102329,2025-09-15,Rajasthan,Rajasthan City 2,4G,Postpaid,2.7,15.25,528,3.69,21
AIR102330,2025-10-15,West Bengal,West Bengal City 2,4G,Prepaid,2.7,22.02,153,3.47,10
AIR102331,2025-11-15,Uttar Pradesh,Uttar Pradesh City 3,5G,Postpaid,6.6,53.58,317,3.8,31
AIR102332,2025-12-15,Rajasthan,Rajasthan City 3,5G,Broadband,3.5,30.47,721,4.18,36
AIR102333,2025-02-15,Karnataka,Karnataka City 1,4G,Postpaid,4.6,6.51,635,3.53,29
AIR102334,2025-03-15,Gujarat,Gujarat City 3,4G,Prepaid,1.7,20.87,480,3.18,2
AIR102335,2025-04-15,Delhi,Delhi City 3,4G,Broadband,4.8,10.08,252,4.14,37
AIR102336,2025-05-15,Delhi,Delhi City 2,4G,Postpaid,4.2,18.78,431,3.75,24
AIR102337,2025-06-15,Kerala,Kerala City 2,4G,Prepaid,5.9,15.19,240,3.19,18
AIR102338,2025-07-15,Maharashtra,Maharashtra City 2,4G,Prepaid,4.9,7.87,532,3.42,7
AIR102339,2025-08-15,Tamil Nadu,Tamil Nadu City 2,4G,Postpaid,4.8,21.22,350,3.9,25
AIR102340,2025-09-15,West Bengal,West Bengal City 2,4G,Broadband,0.7,29.11,733,3.16,20
AIR102341,2025-10-15,Kerala,Kerala City 1,5G,Prepaid,3.8,21.98,424,4.2,65
AIR102342,2025-11-15,Maharashtra,Maharashtra City 1,4G,Prepaid,2.4,27.13,484,3.01,-7
AIR102343,2025-12-15,Uttar Pradesh,Uttar Pradesh City 1,5G,Broadband,3.5,50.35,631,4.56,63
