Customer_ID,Complaint_Date,State,City,Customer_Segment,Complaint_Flag,Complaint_Category,Complaint_Status,Resolution_Time_Hours,Customer_Satisfaction,NPS_Score
AIR103176,2025-09-15,Maharashtra,Maharashtra City 3,Broadband,0,Slow Internet,No Complaint,33.4,3.75,28
AIR103177,2025-10-15,Kerala,Kerala City 1,Broadband,0,Slow Internet,No Complaint,29.9,3.81,38
AIR103178,2025-11-15,Telangana,Telangana City 2,Postpaid,0,Slow Internet,No Complaint,11.7,3.57,8
AIR103179,2025-12-15,Karnataka,Karnataka City 2,Prepaid,0,Network Issues,No Complaint,7.2,2.92,16
AIR103180,2025-02-15,Gujarat,Gujarat City 3,Prepaid,0,Network Issues,No Complaint,22.1,3.6,3
AIR103181,2025-03-15,Gujarat,Gujarat City 1,Postpaid,0,Slow Internet,No Complaint,9,4.9,56
AIR103182,2025-04-15,Maharashtra,Maharashtra City 3,Prepaid,0,Call Drops,No Complaint,27.2,3.52,11
AIR103183,2025-05-15,Gujarat,Gujarat City 2,Broadband,0,Slow Internet,No Complaint,18.9,3.38,8
AIR103184,2025-06-15,Uttar Pradesh,Uttar Pradesh City 1,Broadband,1,Network Issues,Resolved,1.4,3.97,39
AIR103185,2025-07-15,Uttar Pradesh,Uttar Pradesh City 3,Prepaid,0,Network Issues,No Complaint,3.5,4,39
AIR103186,2025-08-15,Kerala,Kerala City 2,Postpaid,0,Network Issues,No Complaint,7.3,3.14,23
AIR103187,2025-09-15,Karnataka,Karnataka City 3,Prepaid,0,Network Issues,No Complaint,4.9,3.65,28
AIR103188,2025-10-15,Rajasthan,Rajasthan City 3,Postpaid,0,Others,No Complaint,33.1,3.88,38
AIR103189,2025-11-15,West Bengal,West Bengal City 3,Prepaid,0,Network Issues,No Complaint,16.3,3.07,18
AIR103190,2025-12-15,Maharashtra,Maharashtra City 1,Prepaid,1,Call Drops,Pending,47.3,3.22,1
AIR103191,2025-02-15,West Bengal,West Bengal City 2,Postpaid,0,Slow Internet,No Complaint,13.9,4.02,36
AIR103192,2025-03-15,Rajasthan,Rajasthan City 2,Postpaid,0,Slow Internet,No Complaint,4.7,4.36,50
AIR103193,2025-04-15,Maharashtra,Maharashtra City 2,Postpaid,0,Network Issues,No Complaint,34.7,4.52,67
AIR103194,2025-05-15,Maharashtra,Maharashtra City 2,Postpaid,0,Call Drops,No Complaint,2.6,3.99,27
AIR103195,2025-06-15,Karnataka,Karnataka City 1,Postpaid,1,Network Issues,In Progress,15.4,4.09,45
AIR103196,2025-07-15,West Bengal,West Bengal City 3,Postpaid,0,Slow Internet,No Complaint,9.8,3.8,31
AIR103197,2025-08-15,Uttar Pradesh,Uttar Pradesh City 2,Enterprise,0,Network Issues,No Complaint,26.4,4.06,34
AIR103198,2025-09-15,Tamil Nadu,Tamil Nadu City 1,Broadband,1,Call Drops,Pending,11.1,4.1,34
AIR103199,2025-10-15,West Bengal,West Bengal City 3,Postpaid,0,Call Drops,No Complaint,28.8,3.32,6
AIR103200,2025-11-15,Telangana,Telangana City 1,Postpaid,0,Others,No Complaint,14.9,3.78,33
AIR103201,2025-12-15,Telangana,Telangana City 1,Postpaid,1,Slow Internet,Resolved,7.3,3.22,34
AIR103202,2025-02-15,Maharashtra,Maharashtra City 2,Prepaid,1,Network Issues,Resolved,76.2,3.69,32
AIR103203,2025-03-15,Tamil Nadu,Tamil Nadu City 2,Prepaid,0,Call Drops,No Complaint,15.2,3.83,43
AIR103204,2025-04-15,Delhi,Delhi City 3,Broadband,1,Network Issues,Resolved,21.8,3.45,8
AIR103205,2025-05-15,Rajasthan,Rajasthan City 3,Broadband,0,Billing Issues,No Complaint,32.9,3.99,30
AIR103206,2025-06-15,Kerala,Kerala City 2,Postpaid,0,Network Issues,No Complaint,5.4,3.99,31
AIR103207,2025-07-15,Tamil Nadu,Tamil Nadu City 1,Prepaid,0,Others,No Complaint,10.3,4.22,58
AIR103208,2025-08-15,Kerala,Kerala City 2,Prepaid,1,Network Issues,Resolved,5.3,3.68,27
AIR103209,2025-09-15,West Bengal,West Bengal City 3,Prepaid,0,Call Drops,No Complaint,46.8,3.7,23
AIR103210,2025-10-15,West Bengal,West Bengal City 1,Prepaid,1,Call Drops,Resolved,8.4,3.97,33
AIR103211,2025-11-15,Kerala,Kerala City 1,Postpaid,0,Call Drops,No Complaint,27,3.56,24
AIR103212,2025-12-15,Rajasthan,Rajasthan City 1,Broadband,1,Slow Internet,In Progress,5,3.21,6
AIR103213,2025-02-15,Tamil Nadu,Tamil Nadu City 2,Prepaid,0,Network Issues,No Complaint,2.5,3.41,5
AIR103214,2025-03-15,Delhi,Delhi City 2,Postpaid,1,Call Drops,In Progress,8.3,3.74,35
AIR103215,2025-04-15,Maharashtra,Maharashtra City 3,Prepaid,0,Slow Internet,No Complaint,28.8,3.89,32
AIR103216,2025-05-15,Karnataka,Karnataka City 1,Enterprise,0,Slow Internet,No Complaint,47.5,3.66,1
AIR103217,2025-06-15,West Bengal,West Bengal City 1,Broadband,0,Slow Internet,No Complaint,22.2,4,17
AIR103218,2025-07-15,Telangana,Telangana City 2,Prepaid,0,Network Issues,No Complaint,25,2.87,10
AIR103219,2025-08-15,Rajasthan,Rajasthan City 3,Enterprise,0,Network Issues,No Complaint,2.5,2.98,-7
AIR103220,2025-09-15,Karnataka,Karnataka City 3,Postpaid,0,Billing Issues,No Complaint,11.8,3.78,33
AIR103221,2025-10-15,Delhi,Delhi City 1,Prepaid,1,Slow Internet,Pending,6.1,3.37,-5
AIR103222,2025-11-15,Gujarat,Gujarat City 2,Postpaid,0,Others,No Complaint,23,3.19,6
AIR103223,2025-12-15,Maharashtra,Maharashtra City 1,Prepaid,0,Slow Internet,No Complaint,9.6,3.56,25
AIR103224,2025-02-15,West Bengal,West Bengal City 2,Postpaid,0,Slow Internet,No Complaint,23.5,3.88,31
AIR103225,2025-03-15,Maharashtra,Maharashtra City 3,Broadband,1,Call Drops,In Progress,19.9,4,21
AIR103226,2025-04-15,Karnataka,Karnataka City 1,Postpaid,0,Network Issues,No Complaint,18.3,2.67,-5
AIR103227,2025-05-15,Maharashtra,Maharashtra City 1,Prepaid,0,Slow Internet,No Complaint,14.3,3.27,18
AIR103228,2025-06-15,Gujarat,Gujarat City 1,Prepaid,1,Call Drops,Resolved,35.2,3.58,26
AIR103229,2025-07-15,Karnataka,Karnataka City 3,Prepaid,1,Slow Internet,Resolved,22.8,3.85,40
AIR103230,2025-08-15,West Bengal,West Bengal City 1,Prepaid,0,Others,No Complaint,4.3,3.7,38
AIR103231,2025-09-15,Tamil Nadu,Tamil Nadu City 3,Prepaid,0,Slow Internet,No Complaint,23.9,3.19,3
AIR103232,2025-10-15,Telangana,Telangana City 2,Postpaid,1,Network Issues,Resolved,16.7,4.06,47
AIR103233,2025-11-15,Karnataka,Karnataka City 3,Postpaid,1,Slow Internet,Resolved,22.8,3.5,19
AIR103234,2025-12-15,Uttar Pradesh,Uttar Pradesh City 2,Postpaid,1,Slow Internet,Resolved,25.8,4.17,47
AIR103235,2025-02-15,Gujarat,Gujarat City 3,Prepaid,1,Others,Pending,34,4.41,50
AIR103236,2025-03-15,Karnataka,Karnataka City 3,Prepaid,0,Network Issues,No Complaint,24.2,3.06,11
AIR103237,2025-04-15,Karnataka,Karnataka City 1,Prepaid,0,Network Issues,No Complaint,20.3,3.25,25
AIR103238,2025-05-15,Uttar Pradesh,Uttar Pradesh City 3,Prepaid,0,Network Issues,No Complaint,14.6,4.15,27
AIR103239,2025-06-15,West Bengal,West Bengal City 1,Prepaid,0,Billing Issues,No Complaint,12.9,3.01,-7
AIR103240,2025-07-15,Karnataka,Karnataka City 2,Prepaid,0,Slow Internet,No Complaint,12.1,3.9,26
AIR103241,2025-08-15,Telangana,Telangana City 2,Postpaid,1,Call Drops,Resolved,14.7,3.77,16
AIR103242,2025-09-15,Maharashtra,Maharashtra City 1,Broadband,0,Call Drops,No Complaint,13,3.64,19
AIR103243,2025-10-15,West Bengal,West Bengal City 2,Postpaid,1,Slow Internet,In Progress,4.4,3.25,7
AIR103244,2025-11-15,Telangana,Telangana City 3,Postpaid,0,Network Issues,No Complaint,6.9,3.45,7
AIR103245,2025-12-15,West Bengal,West Bengal City 1,Prepaid,0,Others,No Complaint,16.1,4.06,42
AIR103246,2025-02-15,Telangana,Telangana City 1,Broadband,0,Network Issues,No Complaint,22.7,3.18,-14
AIR103247,2025-03-15,Gujarat,Gujarat City 1,Prepaid,1,Slow Internet,Resolved,20.3,3.68,23
AIR103248,2025-04-15,Telangana,Telangana City 2,Prepaid,1,Call Drops,Resolved,14.4,3.38,13
AIR103249,2025-05-15,Kerala,Kerala City 2,Prepaid,0,Network Issues,No Complaint,11,3.75,27
AIR103250,2025-06-15,Telangana,Telangana City 3,Prepaid,0,Network Issues,No Complaint,27,4.42,41
AIR103251,2025-07-15,Tamil Nadu,Tamil Nadu City 3,Postpaid,0,Others,No Complaint,20.6,3.84,23
AIR103252,2025-08-15,Tamil Nadu,Tamil Nadu City 1,Enterprise,0,Slow Internet,No Complaint,9.6,3.55,9
AIR103253,2025-09-15,Rajasthan,Rajasthan City 3,Postpaid,0,Call Drops,No Complaint,36.1,3.69,29
AIR103254,2025-10-15,Kerala,Kerala City 2,Prepaid,0,Network Issues,No Complaint,33.7,3.31,27
AIR103255,2025-11-15,Kerala,Kerala City 3,Postpaid,0,Network Issues,No Complaint,8.2,3.7,20
AIR103256,2025-12-15,Maharashtra,Maharashtra City 2,Postpaid,0,Others,No Complaint,12.5,3.52,4
AIR103257,2025-02-15,Kerala,Kerala City 3,Broadband,0,Network Issues,No Complaint,38.6,2.87,4
AIR103258,2025-03-15,Maharashtra,Maharashtra City 2,Postpaid,1,Billing Issues,Resolved,23.1,3.21,0
AIR103259,2025-04-15,Rajasthan,Rajasthan City 2,Postpaid,1,Billing Issues,Resolved,2.4,2.81,-18
AIR103260,2025-05-15,Rajasthan,Rajasthan City 3,Postpaid,0,Slow Internet,No Complaint,25,3.73,19
AIR103261,2025-06-15,Gujarat,Gujarat City 3,Postpaid,0,Billing Issues,No Complaint,25.5,3.69,25
AIR103262,2025-07-15,Tamil Nadu,Tamil Nadu City 2,Prepaid,0,Network Issues,No Complaint,17.4,3.63,40
AIR103263,2025-08-15,Telangana,Telangana City 1,Prepaid,1,Network Issues,Resolved,29.7,2.95,0
AIR103264,2025-09-15,Telangana,Telangana City 3,Postpaid,1,Others,Resolved,27.6,3.96,45
AIR103265,2025-10-15,Uttar Pradesh,Uttar Pradesh City 2,Broadband,1,Call Drops,Resolved,4.7,3.73,21
AIR103266,2025-11-15,Uttar Pradesh,Uttar Pradesh City 3,Prepaid,1,Slow Internet,Resolved,20.9,3.4,15
AIR103267,2025-12-15,Delhi,Delhi City 3,Enterprise,0,Slow Internet,No Complaint,2.1,3.32,32
AIR103268,2025-02-15,West Bengal,West Bengal City 3,Prepaid,0,Network Issues,No Complaint,10.2,4.2,50
AIR103269,2025-03-15,Gujarat,Gujarat City 3,Prepaid,0,Slow Internet,No Complaint,5.7,3.19,6
AIR103270,2025-04-15,Delhi,Delhi City 3,Prepaid,1,Slow Internet,In Progress,29.7,3.75,32
AIR103271,2025-05-15,Delhi,Delhi City 1,Broadband,0,Network Issues,No Complaint,25.2,3.69,15
AIR103272,2025-06-15,Karnataka,Karnataka City 1,Prepaid,0,Others,No Complaint,23,3.92,23
AIR103273,2025-07-15,Karnataka,Karnataka City 1,Postpaid,0,Call Drops,No Complaint,14.3,3.75,30
AIR103274,2025-08-15,Delhi,Delhi City 2,Prepaid,1,Network Issues,In Progress,4.6,4.25,36
AIR103275,2025-09-15,Kerala,Kerala City 1,Postpaid,0,Slow Internet,No Complaint,60.5,3.01,5
AIR103276,2025-10-15,West Bengal,West Bengal City 1,Broadband,0,Network Issues,No Complaint,16.6,3.07,-3
AIR103277,2025-11-15,Gujarat,Gujarat City 2,Prepaid,1,Slow Internet,Resolved,5.6,3.93,41
AIR103278,2025-12-15,Delhi,Delhi City 1,Broadband,0,Call Drops,No Complaint,32,3.92,28
AIR103279,2025-02-15,Telangana,Telangana City 3,Broadband,0,Call Drops,No Complaint,6.5,4.21,42
AIR103280,2025-03-15,West Bengal,West Bengal City 1,Prepaid,0,Call Drops,No Complaint,8.5,3.41,17
AIR103281,2025-04-15,Karnataka,Karnataka City 1,Postpaid,0,Network Issues,No Complaint,14,4.46,67
AIR103282,2025-05-15,Telangana,Telangana City 1,Prepaid,0,Network Issues,No Complaint,94.1,3.52,20
AIR103283,2025-06-15,Karnataka,Karnataka City 3,Prepaid,0,Network Issues,No Complaint,3.4,3.48,14
AIR103284,2025-07-15,Karnataka,Karnataka City 3,Postpaid,0,Network Issues,No Complaint,12,3.93,33
AIR103285,2025-08-15,West Bengal,West Bengal City 3,Postpaid,0,Call Drops,No Complaint,22.3,3.11,10
AIR103286,2025-09-15,Karnataka,Karnataka City 3,Prepaid,1,Billing Issues,Resolved,27.1,3.5,28
AIR103287,2025-10-15,Rajasthan,Rajasthan City 2,Prepaid,0,Call Drops,No Complaint,7.2,3.11,10
AIR103288,2025-11-15,Tamil Nadu,Tamil Nadu City 3,Broadband,1,Billing Issues,Resolved,5.6,3.41,34
AIR103289,2025-12-15,Rajasthan,Rajasthan City 3,Postpaid,0,Call Drops,No Complaint,11.7,3.49,25
AIR103290,2025-02-15,Tamil Nadu,Tamil Nadu City 3,Prepaid,1,Network Issues,Resolved,16.8,3.92,32
AIR103291,2025-03-15,Uttar Pradesh,Uttar Pradesh City 3,Postpaid,0,Slow Internet,No Complaint,15.5,3.98,31
AIR103292,2025-04-15,Uttar Pradesh,Uttar Pradesh City 2,Prepaid,1,Slow Internet,Resolved,13,3.91,28
AIR103293,2025-05-15,Karnataka,Karnataka City 1,Prepaid,0,Call Drops,No Complaint,30.4,4.55,47
AIR103294,2025-06-15,Gujarat,Gujarat City 1,Postpaid,0,Network Issues,No Complaint,33,2.82,7
AIR103295,2025-07-15,Gujarat,Gujarat City 3,Postpaid,0,Call Drops,No Complaint,20.7,3.48,34
AIR103296,2025-08-15,Tamil Nadu,Tamil Nadu City 3,Prepaid,0,Network Issues,No Complaint,18,3.22,11
AIR103297,2025-09-15,Telangana,Telangana City 3,Postpaid,0,Network Issues,No Complaint,8.3,3.59,15
AIR103298,2025-10-15,West Bengal,West Bengal City 1,Prepaid,0,Network Issues,No Complaint,6.4,3.82,26
AIR103299,2025-11-15,Karnataka,Karnataka City 1,Postpaid,0,Slow Internet,No Complaint,11.8,3.1,11
AIR103300,2025-12-15,West Bengal,West Bengal City 3,Prepaid,1,Billing Issues,Resolved,20.3,3.94,33
AIR103301,2025-02-15,Rajasthan,Rajasthan City 1,Prepaid,0,Slow Internet,No Complaint,26.5,3.29,13
AIR103302,2025-03-15,Gujarat,Gujarat City 2,Prepaid,0,Network Issues,No Complaint,18.2,3.92,11
AIR103303,2025-04-15,Kerala,Kerala City 3,Postpaid,0,Network Issues,No Complaint,48.1,3.33,-1
AIR103304,2025-05-15,Rajasthan,Rajasthan City 3,Prepaid,0,Slow Internet,No Complaint,48.9,3.66,23
AIR103305,2025-06-15,Rajasthan,Rajasthan City 2,Prepaid,0,Slow Internet,No Complaint,19.2,3.56,30
AIR103306,2025-07-15,Tamil Nadu,Tamil Nadu City 2,Prepaid,0,Network Issues,No Complaint,59,3.96,35
AIR103307,2025-08-15,Maharashtra,Maharashtra City 1,Postpaid,0,Slow Internet,No Complaint,45,3.75,28
AIR103308,2025-09-15,Rajasthan,Rajasthan City 2,Prepaid,1,Network Issues,Resolved,11.8,3.81,35
AIR103309,2025-10-15,Karnataka,Karnataka City 3,Postpaid,0,Network Issues,No Complaint,11.3,3.75,27
AIR103310,2025-11-15,Delhi,Delhi City 1,Prepaid,1,Network Issues,Resolved,29.6,3.21,-1
AIR103311,2025-12-15,Delhi,Delhi City 2,Postpaid,0,Network Issues,No Complaint,14.7,3.47,21
AIR103312,2025-02-15,Karnataka,Karnataka City 1,Enterprise,0,Network Issues,No Complaint,19,3.25,-22
AIR103313,2025-03-15,Maharashtra,Maharashtra City 1,Postpaid,0,Call Drops,No Complaint,26.1,3.66,16
AIR103314,2025-04-15,Maharashtra,Maharashtra City 1,Postpaid,1,Call Drops,Resolved,26.4,3.44,12
AIR103315,2025-05-15,Tamil Nadu,Tamil Nadu City 1,Postpaid,1,Slow Internet,Resolved,17,3.53,27
AIR103316,2025-06-15,Gujarat,Gujarat City 2,Broadband,1,Slow Internet,Resolved,27.8,3.41,17
AIR103317,2025-07-15,West Bengal,West Bengal City 3,Prepaid,0,Network Issues,No Complaint,26.4,3.63,53
AIR103318,2025-08-15,Maharashtra,Maharashtra City 3,Broadband,0,Network Issues,No Complaint,8.4,3.17,4
AIR103319,2025-09-15,Kerala,Kerala City 2,Broadband,0,Network Issues,No Complaint,20.4,3.45,29
AIR103320,2025-10-15,Tamil Nadu,Tamil Nadu City 3,Prepaid,1,Slow Internet,Resolved,5.3,2.72,-23
AIR103321,2025-11-15,Uttar Pradesh,Uttar Pradesh City 1,Prepaid,0,Slow Internet,No Complaint,6.5,3.53,17
AIR103322,2025-12-15,Telangana,Telangana City 1,Enterprise,1,Billing Issues,Resolved,20.8,4.2,45
AIR103323,2025-02-15,Uttar Pradesh,Uttar Pradesh City 1,Postpaid,0,Call Drops,No Complaint,10.1,3.34,23
AIR103324,2025-03-15,Tamil Nadu,Tamil Nadu City 2,Prepaid,0,Network Issues,No Complaint,24,3.52,12
AIR103325,2025-04-15,Rajasthan,Rajasthan City 1,Postpaid,0,Network Issues,No Complaint,13.7,4.54,49
AIR103326,2025-05-15,West Bengal,West Bengal City 1,Prepaid,0,Network Issues,No Complaint,18.8,2.83,-2
AIR103327,2025-06-15,Telangana,Telangana City 2,Prepaid,0,Network Issues,No Complaint,12.3,3.68,41
AIR103328,2025-07-15,Uttar Pradesh,Uttar Pradesh City 1,Postpaid,0,Network Issues,No Complaint,14.1,3.32,11
AIR103329,2025-08-15,Telangana,Telangana City 1,Postpaid,0,Network Issues,No Complaint,2.1,3.32,14
AIR103330,2025-09-15,Kerala,Kerala City 3,Broadband,1,Billing Issues,In Progress,4.9,3.41,2
AIR103331,2025-10-15,Kerala,Kerala City 2,Postpaid,1,Slow Internet,Resolved,7.2,3.41,6
AIR103332,2025-11-15,Kerala,Kerala City 1,Broadband,1,Slow Internet,Resolved,12.2,3.87,27
AIR103333,2025-12-15,Tamil Nadu,Tamil Nadu City 1,Prepaid,0,Network Issues,No Complaint,14.3,4.23,39
AIR103334,2025-02-15,West Bengal,West Bengal City 1,Postpaid,0,Others,No Complaint,21.5,4.03,15
AIR103335,2025-03-15,Tamil Nadu,Tamil Nadu City 1,Prepaid,0,Network Issues,No Complaint,25.8,3.54,23
AIR103336,2025-04-15,Delhi,Delhi City 3,Prepaid,1,Others,Resolved,10.6,2.98,-6
AIR103337,2025-05-15,Rajasthan,Rajasthan City 3,Broadband,0,Slow Internet,No Complaint,5,3.37,11
AIR103338,2025-06-15,Rajasthan,Rajasthan City 3,Prepaid,0,Call Drops,No Complaint,12.1,3.13,-5
AIR103339,2025-07-15,Kerala,Kerala City 3,Broadband,0,Others,No Complaint,4.2,4.31,55
AIR103340,2025-08-15,Delhi,Delhi City 2,Prepaid,0,Network Issues,No Complaint,5.1,3.29,-1
AIR103341,2025-09-15,Maharashtra,Maharashtra City 1,Prepaid,0,Call Drops,No Complaint,17.4,4.12,55
AIR103342,2025-10-15,Maharashtra,Maharashtra City 3,Prepaid,1,Network Issues,Resolved,3.5,4.23,39
AIR103343,2025-11-15,Kerala,Kerala City 1,Postpaid,0,Call Drops,No Complaint,41.5,3.31,-5
AIR103344,2025-12-15,Uttar Pradesh,Uttar Pradesh City 2,Prepaid,1,Network Issues,Pending,16.6,3.5,14
AIR103345,2025-02-15,Tamil Nadu,Tamil Nadu City 1,Postpaid,0,Others,No Complaint,30.5,3.48,19
AIR103346,2025-03-15,Kerala,Kerala City 1,Postpaid,0,Others,No Complaint,40.8,4.21,56
AIR103347,2025-04-15,Gujarat,Gujarat City 3,Prepaid,0,Network Issues,No Complaint,18.1,4.03,39
AIR103348,2025-05-15,Telangana,Telangana City 3,Postpaid,0,Network Issues,No Complaint,20.9,3.4,1
AIR103349,2025-06-15,Rajasthan,Rajasthan City 2,Prepaid,1,Slow Internet,Resolved,21.9,4.22,58
AIR103350,2025-07-15,Maharashtra,Maharashtra City 1,Broadband,1,Slow Internet,In Progress,14.8,4.61,53
AIR103351,2025-08-15,Karnataka,Karnataka City 3,Prepaid,0,Slow Internet,No Complaint,38.2,3.67,29
AIR103352,2025-09-15,Maharashtra,Maharashtra City 3,Prepaid,1,Network Issues,Resolved,53.7,3.65,10
AIR103353,2025-10-15,Rajasthan,Rajasthan City 3,Prepaid,0,Call Drops,No Complaint,26.5,3.54,19
AIR103354,2025-11-15,Telangana,Telangana City 2,Postpaid,1,Network Issues,Resolved,15.3,3.41,10
AIR103355,2025-12-15,Rajasthan,Rajasthan City 1,Postpaid,0,Billing Issues,No Complaint,11.2,4.06,24
AIR103356,2025-02-15,Karnataka,Karnataka City 3,Broadband,0,Billing Issues,No Complaint,30.9,3.67,32
AIR103357,2025-03-15,Kerala,Kerala City 1,Broadband,1,Call Drops,Resolved,31.9,3.77,29
AIR103358,2025-04-15,Delhi,Delhi City 2,Prepaid,0,Call Drops,No Complaint,29,4.09,37
AIR103359,2025-05-15,Karnataka,Karnataka City 1,Postpaid,0,Network Issues,No Complaint,8.8,3.39,16
AIR103360,2025-06-15,Rajasthan,Rajasthan City 3,Postpaid,0,Slow Internet,No Complaint,23.6,3.56,29
AIR103361,2025-07-15,Rajasthan,Rajasthan City 1,Broadband,0,Network Issues,No Complaint,45.9,4.26,51
AIR103362,2025-08-15,Gujarat,Gujarat City 1,Prepaid,0,Network Issues,No Complaint,4.8,3.42,-7
AIR103363,2025-09-15,Gujarat,Gujarat City 2,Prepaid,0,Call Drops,No Complaint,12.2,3.3,1
AIR103364,2025-10-15,West Bengal,West Bengal City 2,Broadband,1,Slow Internet,Resolved,10.7,3.7,34
AIR103365,2025-11-15,Gujarat,Gujarat City 1,Prepaid,0,Slow Internet,No Complaint,14.7,4.44,74
AIR103366,2025-12-15,Tamil Nadu,Tamil Nadu City 1,Postpaid,1,Others,Resolved,13.8,4.22,59
AIR103367,2025-02-15,Delhi,Delhi City 1,Broadband,0,Others,No Complaint,10.8,3.98,22
AIR103368,2025-03-15,Telangana,Telangana City 2,Broadband,0,Network Issues,No Complaint,32.5,4.44,57
AIR103369,2025-04-15,Karnataka,Karnataka City 2,Prepaid,0,Slow Internet,No Complaint,34.5,3.15,0
AIR103370,2025-05-15,Rajasthan,Rajasthan City 1,Prepaid,0,Slow Internet,No Complaint,7.8,4.45,55
AIR103371,2025-06-15,West Bengal,West Bengal City 2,Prepaid,0,Network Issues,No Complaint,7.8,4.55,54
AIR103372,2025-07-15,West Bengal,West Bengal City 3,Broadband,0,Network Issues,No Complaint,46.9,4.14,36
AIR103373,2025-08-15,Telangana,Telangana City 2,Enterprise,0,Network Issues,No Complaint,12.1,4.22,32
AIR103374,2025-09-15,Delhi,Delhi City 2,Postpaid,0,Billing Issues,No Complaint,13.2,3.11,17
AIR103375,2025-10-15,Karnataka,Karnataka City 2,Postpaid,0,Billing Issues,No Complaint,18.7,3.89,34
AIR103376,2025-11-15,Maharashtra,Maharashtra City 3,Prepaid,0,Network Issues,No Complaint,8.8,3.52,25
AIR103377,2025-12-15,Gujarat,Gujarat City 3,Postpaid,1,Network Issues,In Progress,18,3.88,45
AIR103378,2025-02-15,Kerala,Kerala City 3,Prepaid,0,Network Issues,No Complaint,6.5,3.78,34
AIR103379,2025-03-15,West Bengal,West Bengal City 1,Postpaid,0,Billing Issues,No Complaint,6.8,3.39,25
AIR103380,2025-04-15,Gujarat,Gujarat City 1,Postpaid,0,Slow Internet,No Complaint,18.3,3.99,24
AIR103381,2025-05-15,Gujarat,Gujarat City 3,Postpaid,0,Network Issues,No Complaint,22.6,4.5,42
AIR103382,2025-06-15,Tamil Nadu,Tamil Nadu City 1,Broadband,0,Slow Internet,No Complaint,11.4,3.8,24
AIR103383,2025-07-15,Delhi,Delhi City 1,Prepaid,0,Call Drops,No Complaint,7.7,2.83,-15
AIR103384,2025-08-15,Kerala,Kerala City 1,Postpaid,1,Network Issues,Pending,9.7,4.27,29
AIR103385,2025-09-15,Maharashtra,Maharashtra City 3,Prepaid,0,Call Drops,No Complaint,38.3,4.3,39
AIR103386,2025-10-15,Rajasthan,Rajasthan City 2,Postpaid,1,Network Issues,Resolved,22.8,4.24,44
AIR103387,2025-11-15,Tamil Nadu,Tamil Nadu City 3,Postpaid,0,Slow Internet,No Complaint,5.6,4.2,31
AIR103388,2025-12-15,Gujarat,Gujarat City 3,Prepaid,0,Call Drops,No Complaint,11.8,4.28,31
AIR103389,2025-02-15,Gujarat,Gujarat City 1,Prepaid,0,Call Drops,No Complaint,27.5,3.56,17
AIR103390,2025-03-15,Uttar Pradesh,Uttar Pradesh City 1,Prepaid,0,Slow Internet,No Complaint,14.1,3.41,33
AIR103391,2025-04-15,Kerala,Kerala City 2,Prepaid,0,Call Drops,No Complaint,30.7,3.38,18
AIR103392,2025-05-15,Kerala,Kerala City 2,Postpaid,0,Network Issues,No Complaint,17.3,4.03,51
AIR103393,2025-06-15,Uttar Pradesh,Uttar Pradesh City 2,Prepaid,0,Call Drops,No Complaint,14,3.54,19
AIR103394,2025-07-15,Kerala,Kerala City 2,Postpaid,0,Call Drops,No Complaint,1.8,3.72,19
AIR103395,2025-08-15,Gujarat,Gujarat City 3,Prepaid,0,Network Issues,No Complaint,27.8,3.35,5
AIR103396,2025-09-15,West Bengal,West Bengal City 2,Postpaid,1,Network Issues,Resolved,42.8,3.84,38
AIR103397,2025-10-15,Karnataka,Karnataka City 3,Postpaid,0,Slow Internet,No Complaint,19,3.7,17
AIR103398,2025-11-15,Gujarat,Gujarat City 1,Prepaid,0,Slow Internet,No Complaint,8.7,3.59,24
AIR103399,2025-12-15,Tamil Nadu,Tamil Nadu City 2,Postpaid,0,Call Drops,No Complaint,2.7,3.07,11
AIR103400,2025-02-15,Delhi,Delhi City 1,Broadband,0,Billing Issues,No Complaint,32.2,3.31,9
AIR103401,2025-03-15,Uttar Pradesh,Uttar Pradesh City 1,Prepaid,0,Others,No Complaint,10.4,4.29,66
AIR103402,2025-04-15,Maharashtra,Maharashtra City 3,Postpaid,0,Network Issues,No Complaint,11.6,3.23,0
