Customer_ID,Join_Date,State,City,Network_Type,Customer_Segment,Tenure_Years
AIR101971,2024-07-12,Rajasthan,Rajasthan City 2,4G,Prepaid,0.7
AIR101972,2020-05-15,Karnataka,Karnataka City 2,4G,Prepaid,4.9
AIR101973,2019-05-29,Maharashtra,Maharashtra City 1,4G,Prepaid,6
AIR101974,2019-01-08,Delhi,Delhi City 3,4G,Prepaid,6.4
AIR101975,2023-08-11,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,1.9
AIR101976,2023-09-05,Tamil Nadu,Tamil Nadu City 1,4G,Postpaid,1.9
AIR101977,2020-08-15,Telangana,Telangana City 2,4G,Broadband,5.1
AIR101978,2020-04-13,Karnataka,Karnataka City 3,4G,Enterprise,5.5
AIR101979,2020-03-26,Kerala,Kerala City 1,5G,Postpaid,5.6
AIR101980,2024-01-22,Tamil Nadu,Tamil Nadu City 1,4G,Prepaid,1.9
AIR101981,2019-05-08,Maharashtra,Maharashtra City 2,4G,Prepaid,5.8
AIR101982,2021-05-02,Karnataka,Karnataka City 1,5G,Postpaid,3.9
AIR101983,2019-03-28,Tamil Nadu,Tamil Nadu City 3,4G,Postpaid,6.1
AIR101984,2022-01-09,Telangana,Telangana City 3,4G,Postpaid,3.3
AIR101985,2020-06-17,Kerala,Kerala City 1,5G,Enterprise,5
AIR101986,2021-04-03,Tamil Nadu,Tamil Nadu City 3,4G,Broadband,4.3
AIR101987,2023-02-16,Gujarat,Gujarat City 1,4G,Prepaid,2.5
AIR101988,2020-01-14,Kerala,Kerala City 3,5G,Prepaid,5.7
AIR101989,2020-03-31,Maharashtra,Maharashtra City 2,5G,Broadband,5.5
AIR101990,2024-03-17,Telangana,Telangana City 3,4G,Broadband,1.7
AIR101991,2019-11-14,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,6.1
AIR101992,2019-08-18,Rajasthan,Rajasthan City 2,4G,Postpaid,5.5
AIR101993,2020-05-22,Rajasthan,Rajasthan City 1,4G,Postpaid,4.8
AIR101994,2021-02-28,Rajasthan,Rajasthan City 2,4G,Postpaid,4.1
AIR101995,2023-03-31,Karnataka,Karnataka City 3,4G,Prepaid,2.1
AIR101996,2023-02-07,Maharashtra,Maharashtra City 3,5G,Broadband,2.4
AIR101997,2021-07-12,Telangana,Telangana City 2,5G,Postpaid,4
AIR101998,2021-01-29,Kerala,Kerala City 1,4G,Prepaid,4.5
AIR101999,2023-11-26,Karnataka,Karnataka City 2,4G,Postpaid,1.8
AIR102000,2020-03-21,Maharashtra,Maharashtra City 3,4G,Postpaid,5.6
AIR102001,2022-09-28,Uttar Pradesh,Uttar Pradesh City 3,4G,Broadband,3.1
AIR102002,2019-11-21,Gujarat,Gujarat City 2,4G,Prepaid,6.1
AIR102003,2021-05-26,Telangana,Telangana City 2,5G,Enterprise,3.7
AIR102004,2019-06-16,Rajasthan,Rajasthan City 2,4G,Prepaid,5.7
AIR102005,2020-08-03,Tamil Nadu,Tamil Nadu City 3,5G,Postpaid,4.7
AIR102006,2021-04-18,Telangana,Telangana City 3,4G,Postpaid,4.1
AIR102007,2023-05-19,West Bengal,West Bengal City 3,4G,Prepaid,2.1
AIR102008,2023-12-05,Maharashtra,Maharashtra City 1,4G,Postpaid,1.6
AIR102009,2024-02-06,Delhi,Delhi City 3,4G,Broadband,1.5
AIR102010,2022-01-14,Uttar Pradesh,Uttar Pradesh City 3,5G,Postpaid,3.7
AIR102011,2022-03-18,Gujarat,Gujarat City 1,5G,Postpaid,3.6
AIR102012,2021-02-10,Uttar Pradesh,Uttar Pradesh City 1,4G,Prepaid,4.8
AIR102013,2021-07-16,Telangana,Telangana City 1,4G,Prepaid,4.4
AIR102014,2021-08-13,Delhi,Delhi City 1,4G,Prepaid,3.5
AIR102015,2024-10-07,West Bengal,West Bengal City 1,5G,Enterprise,0.4
AIR102016,2020-08-28,Kerala,Kerala City 1,5G,Postpaid,4.6
AIR102017,2019-01-05,Tamil Nadu,Tamil Nadu City 2,4G,Enterprise,6.4
AIR102018,2024-10-31,Delhi,Delhi City 2,4G,Prepaid,0.6
AIR102019,2023-02-11,Maharashtra,Maharashtra City 2,4G,Postpaid,2.4
AIR102020,2021-09-28,Rajasthan,Rajasthan City 2,4G,Prepaid,3.9
AIR102021,2020-02-18,West Bengal,West Bengal City 3,4G,Postpaid,5.6
AIR102022,2020-12-15,Tamil Nadu,Tamil Nadu City 1,4G,Prepaid,4.8
AIR102023,2024-01-07,Gujarat,Gujarat City 3,5G,Prepaid,1.9
AIR102024,2024-07-07,Rajasthan,Rajasthan City 1,4G,Postpaid,1.4
AIR102025,2023-01-27,Telangana,Telangana City 1,4G,Prepaid,2.1
AIR102026,2021-02-21,Delhi,Delhi City 3,5G,Postpaid,4.1
AIR102027,2020-06-10,Tamil Nadu,Tamil Nadu City 2,4G,Postpaid,4.8
AIR102028,2019-01-01,Karnataka,Karnataka City 3,4G,Postpaid,6.4
AIR102029,2019-09-28,Kerala,Kerala City 3,4G,Enterprise,5.7
AIR102030,2021-12-07,Kerala,Kerala City 1,4G,Prepaid,3.6
AIR102031,2020-11-24,West Bengal,West Bengal City 1,4G,Postpaid,4.7
AIR102032,2024-07-15,Gujarat,Gujarat City 1,4G,Broadband,1.2
AIR102033,2024-06-18,West Bengal,West Bengal City 2,5G,Postpaid,1.3
AIR102034,2024-10-14,Karnataka,Karnataka City 3,4G,Prepaid,1.1
AIR102035,2023-09-06,Maharashtra,Maharashtra City 3,5G,Broadband,2.3
AIR102036,2024-07-27,Gujarat,Gujarat City 2,4G,Prepaid,0.6
AIR102037,2024-09-30,Uttar Pradesh,Uttar Pradesh City 3,5G,Prepaid,0.5
AIR102038,2024-07-14,Maharashtra,Maharashtra City 3,4G,Prepaid,0.8
AIR102039,2020-04-14,Gujarat,Gujarat City 1,5G,Prepaid,5.1
AIR102040,2019-12-03,Gujarat,Gujarat City 2,4G,Prepaid,5.5
AIR102041,2021-01-25,Karnataka,Karnataka City 1,4G,Prepaid,4.5
AIR102042,2023-09-16,Telangana,Telangana City 2,4G,Prepaid,1.9
AIR102043,2024-09-30,Karnataka,Karnataka City 1,5G,Prepaid,1
AIR102044,2020-02-17,Gujarat,Gujarat City 3,4G,Prepaid,5.7
AIR102045,2019-01-08,Tamil Nadu,Tamil Nadu City 2,4G,Postpaid,6.9
AIR102046,2019-09-04,Maharashtra,Maharashtra City 2,4G,Prepaid,6.3
AIR102047,2020-02-16,Karnataka,Karnataka City 1,5G,Prepaid,5
AIR102048,2023-04-13,Telangana,Telangana City 2,4G,Prepaid,1.9
AIR102049,2022-09-30,Delhi,Delhi City 3,5G,Prepaid,2.5
AIR102050,2019-08-23,West Bengal,West Bengal City 3,5G,Prepaid,5.7
AIR102051,2020-08-10,Gujarat,Gujarat City 3,4G,Prepaid,4.8
AIR102052,2023-01-08,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,2.5
AIR102053,2019-08-21,Delhi,Delhi City 2,5G,Postpaid,6
AIR102054,2024-03-20,Kerala,Kerala City 1,4G,Broadband,1.5
AIR102055,2024-04-28,Rajasthan,Rajasthan City 3,4G,Postpaid,1.5
AIR102056,2024-03-01,Telangana,Telangana City 2,5G,Postpaid,1.7
AIR102057,2019-11-06,Uttar Pradesh,Uttar Pradesh City 3,5G,Prepaid,6.1
AIR102058,2021-08-01,Rajasthan,Rajasthan City 2,5G,Postpaid,3.5
AIR102059,2021-06-26,Telangana,Telangana City 2,4G,Prepaid,3.7
AIR102060,2023-05-20,Tamil Nadu,Tamil Nadu City 1,4G,Postpaid,1.9
AIR102061,2024-09-30,West Bengal,West Bengal City 2,4G,Prepaid,0.6
AIR102062,2020-06-29,Delhi,Delhi City 3,4G,Postpaid,5
AIR102063,2019-12-22,Maharashtra,Maharashtra City 2,4G,Broadband,5.6
AIR102064,2021-04-14,Telangana,Telangana City 3,4G,Broadband,4.3
AIR102065,2023-06-22,Maharashtra,Maharashtra City 1,4G,Prepaid,2.2
AIR102066,2023-01-05,West Bengal,West Bengal City 3,5G,Prepaid,2.8
AIR102067,2021-05-26,Gujarat,Gujarat City 2,5G,Broadband,4.5
AIR102068,2024-01-16,Kerala,Kerala City 3,5G,Postpaid,1.9
AIR102069,2023-06-25,Delhi,Delhi City 3,4G,Postpaid,1.6
AIR102070,2022-02-16,West Bengal,West Bengal City 2,4G,Postpaid,3.1
AIR102071,2023-08-03,West Bengal,West Bengal City 3,5G,Postpaid,1.7
AIR102072,2022-10-26,Tamil Nadu,Tamil Nadu City 2,4G,Enterprise,2.6
AIR102073,2021-01-06,Rajasthan,Rajasthan City 1,4G,Postpaid,4.4
AIR102074,2023-11-26,Kerala,Kerala City 3,4G,Postpaid,1.6
AIR102075,2024-01-16,Delhi,Delhi City 1,4G,Postpaid,1.6
AIR102076,2023-02-03,Gujarat,Gujarat City 3,4G,Broadband,2.6
AIR102077,2019-06-05,Gujarat,Gujarat City 3,5G,Postpaid,6.4
AIR102078,2021-07-22,Karnataka,Karnataka City 1,5G,Postpaid,4.3
AIR102079,2020-07-29,West Bengal,West Bengal City 3,4G,Enterprise,5.4
AIR102080,2022-08-26,Telangana,Telangana City 3,4G,Postpaid,2.5
AIR102081,2019-09-05,Tamil Nadu,Tamil Nadu City 1,5G,Prepaid,5.5
AIR102082,2022-12-22,Kerala,Kerala City 3,4G,Postpaid,2.3
AIR102083,2021-12-03,Gujarat,Gujarat City 2,4G,Postpaid,3.4
AIR102084,2020-03-28,Delhi,Delhi City 3,5G,Prepaid,5.2
AIR102085,2022-02-16,Karnataka,Karnataka City 3,5G,Postpaid,3.4
AIR102086,2021-06-27,Delhi,Delhi City 3,5G,Postpaid,4.1
AIR102087,2021-07-28,Tamil Nadu,Tamil Nadu City 1,4G,Postpaid,4.1
AIR102088,2021-12-29,Telangana,Telangana City 2,4G,Postpaid,3.8
AIR102089,2019-09-24,Karnataka,Karnataka City 2,5G,Postpaid,6.1
AIR102090,2023-01-01,Karnataka,Karnataka City 3,4G,Enterprise,3
AIR102091,2022-04-25,Rajasthan,Rajasthan City 1,5G,Prepaid,2.8
AIR102092,2019-03-02,Kerala,Kerala City 1,4G,Prepaid,6
AIR102093,2024-12-19,Karnataka,Karnataka City 2,5G,Prepaid,0.3
AIR102094,2019-06-04,Rajasthan,Rajasthan City 1,4G,Postpaid,5.9
AIR102095,2020-12-22,Rajasthan,Rajasthan City 3,4G,Prepaid,4.5
AIR102096,2019-01-07,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,6.5
AIR102097,2020-06-06,Maharashtra,Maharashtra City 1,5G,Postpaid,5.2
AIR102098,2023-10-02,Delhi,Delhi City 3,4G,Prepaid,2
AIR102099,2019-09-08,Telangana,Telangana City 2,4G,Postpaid,6.1
AIR102100,2023-05-19,Uttar Pradesh,Uttar Pradesh City 3,5G,Postpaid,2.5
AIR102101,2023-07-22,Delhi,Delhi City 1,4G,Postpaid,2.4
AIR102102,2024-12-07,Karnataka,Karnataka City 2,4G,Prepaid,0.2
AIR102103,2024-09-26,Telangana,Telangana City 3,4G,Postpaid,0.5
AIR102104,2024-03-27,Gujarat,Gujarat City 2,5G,Prepaid,1.1
AIR102105,2022-07-09,Maharashtra,Maharashtra City 1,4G,Broadband,2.9
AIR102106,2023-11-23,Gujarat,Gujarat City 3,4G,Broadband,1.6
AIR102107,2023-01-08,Gujarat,Gujarat City 3,5G,Prepaid,2.5
AIR102108,2023-02-11,Kerala,Kerala City 2,4G,Prepaid,2.5
AIR102109,2022-06-08,Delhi,Delhi City 3,4G,Prepaid,3.3
AIR102110,2019-08-12,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,6.2
AIR102111,2020-12-19,Tamil Nadu,Tamil Nadu City 3,5G,Postpaid,4.9
AIR102112,2021-08-06,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,4.4
AIR102113,2019-01-28,Gujarat,Gujarat City 1,5G,Prepaid,6.1
AIR102114,2021-06-19,Karnataka,Karnataka City 3,5G,Postpaid,3.7
AIR102115,2021-04-28,Maharashtra,Maharashtra City 2,4G,Broadband,4
AIR102116,2019-04-11,West Bengal,West Bengal City 1,5G,Postpaid,6.1
AIR102117,2024-10-06,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,0.7
AIR102118,2020-02-19,Gujarat,Gujarat City 2,4G,Postpaid,5.4
AIR102119,2024-02-03,Maharashtra,Maharashtra City 2,4G,Postpaid,1.5
AIR102120,2023-01-28,Telangana,Telangana City 1,5G,Broadband,2.6
AIR102121,2022-12-24,Delhi,Delhi City 1,4G,Prepaid,2.8
AIR102122,2023-12-07,Rajasthan,Rajasthan City 1,4G,Prepaid,1.9
AIR102123,2020-02-25,Kerala,Kerala City 3,4G,Postpaid,5.8
AIR102124,2019-01-21,Maharashtra,Maharashtra City 2,4G,Postpaid,6.1
AIR102125,2020-09-27,Karnataka,Karnataka City 1,4G,Postpaid,4.5
AIR102126,2020-04-08,Karnataka,Karnataka City 2,4G,Prepaid,5
AIR102127,2024-11-14,Maharashtra,Maharashtra City 1,4G,Postpaid,0.5
AIR102128,2023-02-24,Karnataka,Karnataka City 1,4G,Prepaid,2.3
AIR102129,2019-01-24,Delhi,Delhi City 1,4G,Prepaid,6.5
AIR102130,2020-01-31,Karnataka,Karnataka City 2,4G,Postpaid,5.5
AIR102131,2022-11-28,Uttar Pradesh,Uttar Pradesh City 3,5G,Prepaid,2.8
AIR102132,2024-06-12,Rajasthan,Rajasthan City 1,5G,Prepaid,1.3
AIR102133,2024-02-13,Karnataka,Karnataka City 1,4G,Postpaid,1.8
AIR102134,2024-10-02,Rajasthan,Rajasthan City 1,4G,Postpaid,1.2
AIR102135,2021-10-10,Gujarat,Gujarat City 3,5G,Prepaid,3.4
AIR102136,2020-02-26,Tamil Nadu,Tamil Nadu City 2,5G,Postpaid,5
AIR102137,2019-05-11,Delhi,Delhi City 2,4G,Prepaid,5.9
AIR102138,2020-02-24,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,5.2
AIR102139,2024-06-03,Gujarat,Gujarat City 2,4G,Postpaid,1
AIR102140,2021-02-13,Delhi,Delhi City 1,4G,Prepaid,4.4
AIR102141,2021-12-27,Maharashtra,Maharashtra City 3,4G,Enterprise,3.6
AIR102142,2023-05-17,Maharashtra,Maharashtra City 1,5G,Prepaid,2.3
AIR102143,2022-11-27,Rajasthan,Rajasthan City 3,4G,Postpaid,2.9
AIR102144,2019-06-24,Gujarat,Gujarat City 2,5G,Broadband,6.4
AIR102145,2022-07-27,Rajasthan,Rajasthan City 3,5G,Enterprise,3.4
AIR102146,2020-04-08,Kerala,Kerala City 1,5G,Prepaid,4.9
AIR102147,2020-01-25,Karnataka,Karnataka City 1,5G,Broadband,5.1
AIR102148,2019-05-16,West Bengal,West Bengal City 2,5G,Enterprise,5.9
AIR102149,2020-08-23,Kerala,Kerala City 1,4G,Prepaid,4.7
AIR102150,2020-09-10,Karnataka,Karnataka City 1,5G,Postpaid,4.8
AIR102151,2023-04-26,Delhi,Delhi City 3,5G,Prepaid,2.2
AIR102152,2024-06-23,Rajasthan,Rajasthan City 1,4G,Postpaid,1.1
AIR102153,2022-11-11,Delhi,Delhi City 2,5G,Postpaid,2.8
AIR102154,2019-01-09,Delhi,Delhi City 2,5G,Prepaid,6.8
AIR102155,2022-04-18,Karnataka,Karnataka City 1,5G,Postpaid,3.6
AIR102156,2023-09-18,Gujarat,Gujarat City 2,4G,Prepaid,2.2
AIR102157,2020-08-16,Karnataka,Karnataka City 3,4G,Broadband,4.5
AIR102158,2020-08-28,Telangana,Telangana City 3,4G,Prepaid,4.5
AIR102159,2024-04-08,Maharashtra,Maharashtra City 1,4G,Postpaid,1
AIR102160,2023-01-09,Maharashtra,Maharashtra City 1,4G,Prepaid,2.3
AIR102161,2024-12-03,Kerala,Kerala City 3,4G,Prepaid,0.5
AIR102162,2023-08-23,Maharashtra,Maharashtra City 2,5G,Postpaid,1.9
AIR102163,2022-07-30,Karnataka,Karnataka City 1,4G,Prepaid,3
AIR102164,2022-05-21,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,3.3
AIR102165,2023-08-15,Rajasthan,Rajasthan City 2,4G,Broadband,2.2
AIR102166,2023-08-29,Karnataka,Karnataka City 1,4G,Prepaid,2.2
AIR102167,2021-11-14,Karnataka,Karnataka City 2,4G,Broadband,4.1
AIR102168,2023-10-02,West Bengal,West Bengal City 2,4G,Prepaid,1.4
AIR102169,2019-08-21,Rajasthan,Rajasthan City 2,4G,Prepaid,5.6
AIR102170,2023-03-20,Telangana,Telangana City 2,4G,Prepaid,2.1
AIR102171,2020-11-15,Maharashtra,Maharashtra City 2,4G,Enterprise,4.5
AIR102172,2021-08-06,Rajasthan,Rajasthan City 3,4G,Prepaid,3.9
AIR102173,2019-11-01,Maharashtra,Maharashtra City 2,4G,Broadband,5.7
AIR102174,2024-06-23,Kerala,Kerala City 3,4G,Enterprise,1.1
AIR102175,2024-05-25,Rajasthan,Rajasthan City 2,4G,Prepaid,1.3
AIR102176,2023-01-28,Maharashtra,Maharashtra City 1,5G,Postpaid,2.7
AIR102177,2019-05-10,Telangana,Telangana City 3,5G,Postpaid,6.5
AIR102178,2019-07-06,Tamil Nadu,Tamil Nadu City 1,4G,Prepaid,6.4
AIR102179,2022-12-15,Delhi,Delhi City 2,4G,Prepaid,2.2
AIR102180,2023-04-14,Delhi,Delhi City 2,4G,Prepaid,1.9
AIR102181,2024-03-24,Telangana,Telangana City 1,4G,Postpaid,1.1
AIR102182,2019-10-05,West Bengal,West Bengal City 2,5G,Postpaid,5.6
AIR102183,2023-01-22,Tamil Nadu,Tamil Nadu City 1,5G,Prepaid,2.4
AIR102184,2021-02-25,Kerala,Kerala City 2,5G,Prepaid,4.4
AIR102185,2022-06-09,Telangana,Telangana City 2,5G,Broadband,3.2
AIR102186,2024-02-21,Delhi,Delhi City 3,5G,Prepaid,1.6
AIR102187,2019-12-31,Delhi,Delhi City 1,4G,Postpaid,5.8
AIR102188,2023-02-10,Delhi,Delhi City 2,4G,Prepaid,2.8
AIR102189,2020-04-12,Gujarat,Gujarat City 1,5G,Broadband,5.7
AIR102190,2023-07-07,Telangana,Telangana City 3,4G,Broadband,1.6
AIR102191,2024-04-08,Karnataka,Karnataka City 1,4G,Prepaid,0.9
AIR102192,2024-06-18,Kerala,Kerala City 3,4G,Prepaid,0.8
AIR102193,2022-07-21,Delhi,Delhi City 1,5G,Postpaid,2.8
AIR102194,2022-09-13,Maharashtra,Maharashtra City 1,4G,Prepaid,2.8
AIR102195,2024-01-22,Telangana,Telangana City 3,5G,Prepaid,1.5
AIR102196,2024-07-21,Gujarat,Gujarat City 2,5G,Postpaid,1.1
AIR102197,2022-05-02,Telangana,Telangana City 2,5G,Prepaid,3.4
AIR102198,2019-09-29,Kerala,Kerala City 2,5G,Prepaid,6
AIR102199,2022-08-16,Gujarat,Gujarat City 1,5G,Postpaid,3.2
AIR102200,2019-11-27,Kerala,Kerala City 1,4G,Postpaid,6.1
AIR102201,2023-11-11,Telangana,Telangana City 2,5G,Prepaid,1.3
AIR102202,2024-01-02,Karnataka,Karnataka City 1,4G,Postpaid,1.2
AIR102203,2024-01-10,Kerala,Kerala City 1,4G,Postpaid,1.3
AIR102204,2024-10-29,Gujarat,Gujarat City 2,4G,Postpaid,0.5
AIR102205,2021-05-10,Gujarat,Gujarat City 3,4G,Prepaid,4.1
AIR102206,2024-12-13,Kerala,Kerala City 1,4G,Prepaid,0.6
AIR102207,2024-01-20,Uttar Pradesh,Uttar Pradesh City 1,4G,Broadband,1.6
AIR102208,2019-05-10,Telangana,Telangana City 1,4G,Broadband,6.4
AIR102209,2023-11-27,Uttar Pradesh,Uttar Pradesh City 1,5G,Postpaid,1.9
AIR102210,2023-04-08,West Bengal,West Bengal City 3,4G,Prepaid,2.6
AIR102211,2023-03-28,Telangana,Telangana City 2,4G,Postpaid,2.7
AIR102212,2021-08-27,Kerala,Kerala City 1,4G,Broadband,3.5
AIR102213,2023-12-09,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,1.3
AIR102214,2020-08-20,Kerala,Kerala City 1,5G,Prepaid,4.7
AIR102215,2020-09-06,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,4.7
AIR102216,2022-03-12,Karnataka,Karnataka City 2,5G,Broadband,3.3
AIR102217,2020-02-27,Kerala,Kerala City 3,4G,Prepaid,5.4
AIR102218,2024-02-08,Kerala,Kerala City 1,4G,Postpaid,1.5
AIR102219,2024-05-06,Karnataka,Karnataka City 3,4G,Postpaid,1.4
AIR102220,2020-11-18,Kerala,Kerala City 3,4G,Postpaid,4.9
AIR102221,2019-05-27,Delhi,Delhi City 1,4G,Postpaid,6.5
AIR102222,2024-08-21,Tamil Nadu,Tamil Nadu City 1,4G,Postpaid,1.3
AIR102223,2024-02-07,Maharashtra,Maharashtra City 2,4G,Prepaid,1
AIR102224,2024-04-11,Tamil Nadu,Tamil Nadu City 1,5G,Prepaid,0.9
AIR102225,2024-10-03,Kerala,Kerala City 2,5G,Postpaid,0.5
AIR102226,2022-02-19,Delhi,Delhi City 3,4G,Prepaid,3.2
AIR102227,2023-06-06,Telangana,Telangana City 3,4G,Postpaid,2
AIR102228,2024-06-07,Kerala,Kerala City 2,4G,Postpaid,1.1
AIR102229,2023-05-02,Uttar Pradesh,Uttar Pradesh City 1,5G,Prepaid,2.3
AIR102230,2024-03-14,Delhi,Delhi City 1,4G,Postpaid,1.5
AIR102231,2024-07-27,Karnataka,Karnataka City 3,4G,Postpaid,1.2
AIR102232,2023-08-23,Delhi,Delhi City 2,4G,Prepaid,2.2
AIR102233,2020-07-05,Karnataka,Karnataka City 3,4G,Postpaid,5.4
AIR102234,2020-12-26,West Bengal,West Bengal City 3,4G,Broadband,4.1
AIR102235,2022-03-23,Maharashtra,Maharashtra City 1,4G,Prepaid,3
AIR102236,2019-06-15,Rajasthan,Rajasthan City 2,5G,Postpaid,5.8
AIR102237,2021-02-22,Delhi,Delhi City 3,5G,Prepaid,4.2
AIR102238,2023-04-09,Gujarat,Gujarat City 1,4G,Prepaid,2.2
AIR102239,2020-02-05,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,5.4
AIR102240,2019-04-25,Kerala,Kerala City 3,4G,Postpaid,6.3
AIR102241,2019-12-17,Uttar Pradesh,Uttar Pradesh City 1,5G,Prepaid,5.7
AIR102242,2021-05-25,Tamil Nadu,Tamil Nadu City 1,5G,Prepaid,4.4
AIR102243,2022-06-03,Rajasthan,Rajasthan City 2,4G,Postpaid,3.5
AIR102244,2020-09-05,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,5.3
AIR102245,2019-05-11,West Bengal,West Bengal City 2,4G,Prepaid,5.8
AIR102246,2023-03-28,Rajasthan,Rajasthan City 1,4G,Prepaid,2
AIR102247,2024-05-08,Rajasthan,Rajasthan City 1,5G,Prepaid,0.9
AIR102248,2019-06-30,Tamil Nadu,Tamil Nadu City 3,5G,Postpaid,5.9
AIR102249,2019-12-15,Karnataka,Karnataka City 2,4G,Prepaid,5.5
AIR102250,2019-06-10,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,6.1
AIR102251,2019-04-24,Uttar Pradesh,Uttar Pradesh City 3,5G,Broadband,6.3
AIR102252,2024-08-27,Karnataka,Karnataka City 3,4G,Broadband,1.1
AIR102253,2022-09-27,Uttar Pradesh,Uttar Pradesh City 2,5G,Broadband,3
AIR102254,2023-01-25,West Bengal,West Bengal City 1,4G,Broadband,2.8
AIR102255,2023-06-17,Kerala,Kerala City 1,5G,Postpaid,2.5
AIR102256,2019-05-23,Telangana,Telangana City 3,4G,Postpaid,5.7
AIR102257,2024-01-11,Karnataka,Karnataka City 2,4G,Postpaid,1.2
AIR102258,2024-06-18,West Bengal,West Bengal City 2,4G,Postpaid,0.8
AIR102259,2024-10-10,Gujarat,Gujarat City 2,4G,Postpaid,0.6
AIR102260,2020-08-18,West Bengal,West Bengal City 1,4G,Prepaid,4.8
AIR102261,2021-07-28,Tamil Nadu,Tamil Nadu City 1,5G,Broadband,4
AIR102262,2022-07-23,Tamil Nadu,Tamil Nadu City 2,5G,Postpaid,3.1
AIR102263,2022-08-11,Telangana,Telangana City 2,4G,Broadband,3.1
AIR102264,2022-02-26,West Bengal,West Bengal City 3,4G,Prepaid,3.6
AIR102265,2019-12-30,Maharashtra,Maharashtra City 3,5G,Prepaid,5.9
AIR102266,2021-12-26,Kerala,Kerala City 2,5G,Prepaid,4
AIR102267,2024-09-25,Tamil Nadu,Tamil Nadu City 2,4G,Postpaid,0.4
AIR102268,2022-10-29,Telangana,Telangana City 1,5G,Prepaid,2.4
AIR102269,2020-10-21,Kerala,Kerala City 2,4G,Prepaid,4.5
AIR102270,2022-03-06,West Bengal,West Bengal City 3,4G,Prepaid,3.2
AIR102271,2021-03-06,West Bengal,West Bengal City 1,4G,Prepaid,4.3
AIR102272,2019-02-04,Rajasthan,Rajasthan City 3,5G,Postpaid,6.4
AIR102273,2024-03-31,Telangana,Telangana City 3,4G,Broadband,1.4
AIR102274,2019-09-15,Tamil Nadu,Tamil Nadu City 1,4G,Prepaid,6
AIR102275,2019-09-27,Maharashtra,Maharashtra City 3,4G,Postpaid,6.1
AIR102276,2024-06-23,West Bengal,West Bengal City 2,4G,Prepaid,1.4
AIR102277,2022-09-09,Maharashtra,Maharashtra City 3,4G,Prepaid,3.3
AIR102278,2021-08-11,West Bengal,West Bengal City 1,4G,Postpaid,3.5
AIR102279,2023-09-22,Tamil Nadu,Tamil Nadu City 1,4G,Postpaid,1.5
AIR102280,2023-02-19,Kerala,Kerala City 1,4G,Broadband,2.2
AIR102281,2023-05-06,Delhi,Delhi City 3,5G,Postpaid,2
AIR102282,2023-10-08,Kerala,Kerala City 2,4G,Broadband,1.7
AIR102283,2024-05-28,West Bengal,West Bengal City 1,5G,Prepaid,1.1
AIR102284,2024-12-12,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,0.7
AIR102285,2022-10-24,Delhi,Delhi City 1,4G,Prepaid,2.9
AIR102286,2021-08-02,Delhi,Delhi City 2,4G,Postpaid,4.2
AIR102287,2024-12-22,Maharashtra,Maharashtra City 2,4G,Prepaid,0.9
AIR102288,2024-03-22,Telangana,Telangana City 2,4G,Prepaid,1.7
AIR102289,2021-02-28,Maharashtra,Maharashtra City 1,5G,Postpaid,4
AIR102290,2019-10-27,Maharashtra,Maharashtra City 3,5G,Prepaid,5.4
AIR102291,2022-08-14,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,2.7
AIR102292,2020-01-09,Kerala,Kerala City 3,4G,Prepaid,5.3
AIR102293,2024-06-02,Kerala,Kerala City 2,5G,Prepaid,1
AIR102294,2024-10-10,Gujarat,Gujarat City 1,4G,Postpaid,0.8
AIR102295,2021-12-13,West Bengal,West Bengal City 2,4G,Postpaid,3.7
AIR102296,2020-04-18,Uttar Pradesh,Uttar Pradesh City 1,5G,Prepaid,5.4
AIR102297,2019-04-22,Gujarat,Gujarat City 2,5G,Prepaid,6.5
AIR102298,2021-09-16,Tamil Nadu,Tamil Nadu City 1,4G,Broadband,4.2
AIR102299,2020-09-10,West Bengal,West Bengal City 1,4G,Postpaid,5.3
AIR102300,2021-03-05,West Bengal,West Bengal City 1,4G,Postpaid,4
AIR102301,2021-06-01,Rajasthan,Rajasthan City 2,5G,Postpaid,3.8
AIR102302,2023-08-31,Rajasthan,Rajasthan City 3,5G,Prepaid,1.6
AIR102303,2023-06-16,Karnataka,Karnataka City 2,4G,Enterprise,1.9
AIR102304,2022-01-13,Karnataka,Karnataka City 2,5G,Postpaid,3.4
AIR102305,2022-01-03,Maharashtra,Maharashtra City 1,5G,Prepaid,3.5
